order_id,user_id,order_date,pay_time,province,channel,order_status,gross_amount,discount_amount,paid_amount
O003079,U00411,2026-05-18,2026-05-18 11:38:00,四川,自然流量,paid,173.27,14.17,159.1
O003080,U00498,2026-05-18,2026-05-18 12:16:00,广东,搜索,paid,267.2,41.86,225.34
O003081,U00433,2026-05-18,2026-05-18 21:30:00,广东,搜索,paid,1724.64,305.65,1418.99
O003082,U00045,2026-05-18,2026-05-18 15:35:00,山东,搜索,paid,181.69,16.38,165.31
O003083,U00551,2026-05-18,,广东,搜索,cancelled,635.4,74.3,0.0
O003084,U00159,2026-05-18,2026-05-18 21:05:00,江苏,搜索,paid,193.77,16.66,177.11
O003085,U00568,2026-05-18,2026-05-18 21:09:00,山东,自然流量,paid,149.36,16.84,132.52
O003086,U00642,2026-05-18,2026-05-18 20:40:00,江苏,搜索,paid,177.61,28.04,149.57
O003087,U00600,2026-05-18,2026-05-18 11:27:00,上海,直播,paid,227.98,4.79,223.19
O003088,U00682,2026-05-18,2026-05-18 23:56:00,江苏,推荐,paid,335.52,9.65,325.87
O003089,U00276,2026-05-18,2026-05-18 18:11:00,山东,直播,paid,917.46,152.13,765.33
O003090,U00134,2026-05-18,2026-05-18 14:10:00,北京,搜索,paid,644.0,18.7,625.3
O003091,U00407,2026-05-18,2026-05-18 20:48:00,浙江,搜索,paid,316.09,38.04,278.05
O003092,U00121,2026-05-18,2026-05-18 08:26:00,北京,直播,paid,297.1,7.54,289.56
O003093,U00152,2026-05-18,,山东,广告,cancelled,381.56,28.29,0.0
O003094,U00703,2026-05-18,2026-05-18 16:05:00,四川,广告,paid,398.85,50.86,347.99
O003095,U00587,2026-05-18,2026-05-18 18:36:00,江苏,直播,paid,832.39,82.38,750.01
O003096,U00192,2026-05-18,2026-05-18 13:48:00,江苏,自然流量,paid,550.31,57.62,492.69
O003097,U00102,2026-05-18,,上海,搜索,cancelled,683.04,90.7,0.0
O003098,U00794,2026-05-18,2026-05-18 17:56:00,广东,搜索,paid,242.59,24.22,218.37
O003099,U00303,2026-05-18,2026-05-18 17:06:00,四川,广告,paid,875.65,47.09,828.56
O003100,U00011,2026-05-18,2026-05-18 13:37:00,浙江,搜索,paid,730.68,34.93,695.75
O003101,U00068,2026-05-18,2026-05-18 23:49:00,浙江,搜索,paid,200.67,15.21,185.46
O003102,U00607,2026-05-18,2026-05-18 16:14:00,广东,自然流量,paid,378.68,54.05,324.63
O003103,U00360,2026-05-18,2026-05-18 16:17:00,上海,直播,paid,147.09,7.76,139.33
O003104,U00021,2026-05-18,2026-05-18 18:59:00,浙江,搜索,paid,512.35,34.22,478.13
O003105,U00768,2026-05-18,2026-05-18 11:50:00,广东,直播,paid,1061.21,48.99,1012.22
O003106,U00676,2026-05-18,2026-05-18 22:40:00,四川,搜索,paid,1418.34,77.7,1340.64
O003107,U00500,2026-05-19,2026-05-19 12:24:00,四川,自然流量,paid,467.34,57.09,410.25
O003108,U00190,2026-05-19,2026-05-19 23:38:00,上海,搜索,paid,297.52,13.23,284.29
O003109,U00262,2026-05-19,2026-05-19 18:10:00,江苏,推荐,paid,543.52,54.24,489.28
O003110,U00668,2026-05-19,2026-05-19 17:23:00,江苏,自然流量,paid,392.75,58.8,333.95
O003111,U00111,2026-05-19,2026-05-19 12:33:00,四川,直播,paid,1069.29,98.78,970.51
O003112,U00151,2026-05-19,2026-05-19 13:30:00,山东,推荐,paid,462.44,51.96,410.48
O003113,U00458,2026-05-19,2026-05-19 22:36:00,北京,直播,paid,509.18,15.94,493.24
O003114,U00234,2026-05-19,2026-05-19 21:47:00,上海,自然流量,paid,461.35,13.92,447.43
O003115,U00476,2026-05-19,2026-05-19 21:19:00,浙江,搜索,paid,1207.6,57.29,1150.31
O003116,U00790,2026-05-19,2026-05-19 09:55:00,广东,推荐,paid,1216.66,68.58,1148.08
O003117,U00432,2026-05-19,2026-05-19 14:10:00,山东,自然流量,paid,1084.74,88.18,996.56
O003118,U00479,2026-05-19,2026-05-19 13:11:00,江苏,推荐,paid,504.29,41.13,463.16
O003119,U00528,2026-05-19,2026-05-19 14:34:00,山东,推荐,paid,174.76,22.18,152.58
O003120,U00673,2026-05-19,2026-05-19 16:51:00,山东,自然流量,paid,49.67,2.99,46.68
O003121,U00118,2026-05-19,2026-05-19 20:11:00,广东,推荐,paid,495.9,87.06,408.84
O003122,U00686,2026-05-19,2026-05-19 08:41:00,湖北,自然流量,paid,762.0,79.61,682.39
O003123,U00329,2026-05-19,2026-05-19 14:05:00,上海,推荐,paid,567.07,14.11,552.96
O003124,U00445,2026-05-19,,广东,搜索,cancelled,578.56,80.24,0.0
O003125,U00080,2026-05-19,2026-05-19 08:49:00,广东,推荐,paid,1908.18,121.24,1786.94
O003126,U00388,2026-05-19,2026-05-19 12:37:00,湖北,推荐,paid,180.49,9.17,171.32
O003127,U00492,2026-05-19,2026-05-19 12:15:00,北京,广告,paid,505.08,11.8,493.28
O003128,U00627,2026-05-19,2026-05-19 21:53:00,上海,直播,paid,299.11,36.44,262.67
O003129,U00385,2026-05-19,2026-05-19 13:34:00,山东,广告,paid,1538.73,245.89,1292.84
O003130,U00503,2026-05-19,2026-05-19 09:30:00,四川,推荐,paid,598.88,22.66,576.22
O003131,U00052,2026-05-19,2026-05-19 09:17:00,浙江,搜索,paid,353.53,10.33,343.2
O003132,U00472,2026-05-19,2026-05-19 22:02:00,上海,推荐,paid,439.01,28.81,410.2
O003133,U00637,2026-05-19,2026-05-19 15:01:00,广东,搜索,paid,134.6,5.91,128.69
O003134,U00769,2026-05-19,2026-05-19 20:33:00,浙江,搜索,paid,604.95,56.17,548.78
O003135,U00551,2026-05-19,,广东,推荐,cancelled,599.32,78.73,0.0
O003136,U00799,2026-05-19,2026-05-19 19:01:00,湖北,广告,paid,552.89,63.29,489.6
O003137,U00200,2026-05-19,2026-05-19 18:24:00,山东,直播,paid,328.98,11.2,317.78
O003138,U00750,2026-05-19,2026-05-19 20:19:00,江苏,搜索,paid,170.58,11.43,159.15
O003139,U00658,2026-05-19,2026-05-19 14:42:00,浙江,直播,paid,680.91,83.33,597.58
O003140,U00584,2026-05-19,2026-05-19 08:01:00,北京,搜索,paid,843.97,68.36,775.61
O003141,U00451,2026-05-19,2026-05-19 15:39:00,湖北,推荐,paid,614.3,21.94,592.36
O003142,U00160,2026-05-19,2026-05-19 09:01:00,四川,搜索,paid,186.8,16.71,170.09
O003143,U00437,2026-05-19,2026-05-19 10:27:00,浙江,广告,paid,268.12,17.87,250.25
O003144,U00437,2026-05-19,2026-05-19 08:26:00,浙江,直播,paid,600.64,38.76,561.88
O003145,U00052,2026-05-20,2026-05-20 18:44:00,浙江,推荐,paid,982.47,95.04,887.43
O003146,U00292,2026-05-20,2026-05-20 21:05:00,北京,广告,paid,146.97,15.17,131.8
O003147,U00604,2026-05-20,2026-05-20 19:55:00,四川,推荐,paid,778.03,91.5,686.53
O003148,U00217,2026-05-20,2026-05-20 20:14:00,江苏,自然流量,paid,197.62,31.18,166.44
O003149,U00638,2026-05-20,,湖北,直播,cancelled,159.32,16.74,0.0
O003150,U00696,2026-05-20,2026-05-20 16:34:00,山东,自然流量,paid,156.15,20.47,135.68
O003151,U00094,2026-05-20,2026-05-20 16:49:00,广东,自然流量,paid,157.7,13.38,144.32
O003152,U00380,2026-05-20,2026-05-20 14:30:00,四川,直播,paid,521.13,31.14,489.99
O003153,U00517,2026-05-20,2026-05-20 15:09:00,浙江,直播,paid,526.17,37.44,488.73
O003154,U00258,2026-05-20,2026-05-20 21:20:00,四川,推荐,paid,649.32,72.84,576.48
O003155,U00170,2026-05-20,2026-05-20 09:57:00,四川,推荐,paid,1336.69,96.47,1240.22
O003156,U00531,2026-05-20,2026-05-20 19:33:00,广东,自然流量,paid,195.41,15.33,180.08
O003157,U00185,2026-05-20,2026-05-20 14:24:00,广东,推荐,paid,1514.61,260.94,1253.67
O003158,U00693,2026-05-20,2026-05-20 08:04:00,四川,自然流量,paid,461.46,36.79,424.67
O003159,U00795,2026-05-20,2026-05-20 20:54:00,上海,自然流量,paid,577.72,97.05,480.67
O003160,U00522,2026-05-20,2026-05-20 18:15:00,山东,推荐,paid,2516.19,261.69,2254.5
O003161,U00553,2026-05-20,2026-05-20 23:50:00,山东,广告,paid,1043.3,161.93,881.37
O003162,U00277,2026-05-20,2026-05-20 08:34:00,上海,直播,paid,969.94,45.63,924.31
O003163,U00673,2026-05-20,2026-05-20 20:07:00,山东,自然流量,paid,338.36,13.89,324.47
O003164,U00059,2026-05-20,2026-05-20 16:21:00,山东,搜索,paid,1091.6,127.54,964.06
O003165,U00738,2026-05-20,2026-05-20 13:31:00,北京,自然流量,paid,632.76,14.14,618.62
O003166,U00718,2026-05-20,2026-05-20 21:58:00,上海,搜索,paid,120.99,15.03,105.96
O003167,U00642,2026-05-20,2026-05-20 08:43:00,江苏,自然流量,paid,173.73,18.68,155.05
O003168,U00562,2026-05-20,2026-05-20 08:29:00,浙江,直播,paid,171.02,5.93,165.09
O003169,U00611,2026-05-20,2026-05-20 08:32:00,广东,推荐,paid,560.87,48.37,512.5
O003170,U00572,2026-05-20,2026-05-20 23:31:00,四川,推荐,paid,1145.99,54.78,1091.21
O003171,U00218,2026-05-20,2026-05-20 09:51:00,浙江,直播,paid,165.07,27.66,137.41
O003172,U00525,2026-05-20,2026-05-20 20:32:00,上海,直播,paid,250.57,43.44,207.13
O003173,U00268,2026-05-20,2026-05-20 16:29:00,江苏,自然流量,paid,214.02,29.86,184.16
O003174,U00094,2026-05-20,2026-05-20 22:19:00,广东,推荐,paid,226.84,27.01,199.83
O003175,U00223,2026-05-20,2026-05-20 08:19:00,江苏,自然流量,paid,166.4,24.27,142.13
O003176,U00251,2026-05-20,2026-05-20 13:01:00,北京,直播,paid,214.97,22.63,192.34
O003177,U00025,2026-05-20,2026-05-20 11:00:00,江苏,直播,paid,592.73,64.32,528.41
O003178,U00231,2026-05-20,2026-05-20 14:42:00,北京,自然流量,paid,1142.78,26.15,1116.63
O003179,U00033,2026-05-20,2026-05-20 08:04:00,江苏,自然流量,paid,848.08,97.94,750.14
O003180,U00774,2026-05-20,2026-05-20 12:57:00,上海,自然流量,paid,910.76,86.04,824.72
O003181,U00038,2026-05-20,2026-05-20 14:44:00,湖北,推荐,paid,1054.53,145.24,909.29
O003182,U00360,2026-05-20,,上海,自然流量,cancelled,1074.87,93.94,0.0
O003183,U00037,2026-05-20,2026-05-20 10:51:00,山东,搜索,paid,210.73,34.37,176.36
O003184,U00347,2026-05-20,2026-05-20 12:18:00,江苏,自然流量,paid,165.98,26.29,139.69
O003185,U00490,2026-05-20,2026-05-20 15:36:00,北京,搜索,paid,405.67,30.02,375.65
O003186,U00371,2026-05-20,2026-05-20 17:06:00,山东,搜索,paid,294.82,6.45,288.37
O003187,U00699,2026-05-20,2026-05-20 20:23:00,北京,搜索,paid,167.5,6.6,160.9
O003188,U00787,2026-05-20,,浙江,推荐,cancelled,1570.09,218.03,0.0
O003189,U00101,2026-05-20,2026-05-20 08:25:00,四川,搜索,paid,676.74,78.51,598.23
O003190,U00609,2026-05-20,2026-05-20 13:24:00,北京,自然流量,paid,1678.98,297.68,1381.3
O003191,U00473,2026-05-20,2026-05-20 12:43:00,江苏,搜索,paid,520.03,23.67,496.36
O003192,U00528,2026-05-20,2026-05-20 23:50:00,山东,推荐,paid,633.53,88.03,545.5
O003193,U00011,2026-05-20,2026-05-20 17:31:00,浙江,自然流量,paid,587.6,43.66,543.94
O003194,U00303,2026-05-20,2026-05-20 17:21:00,四川,自然流量,paid,271.37,46.05,225.32
O003195,U00304,2026-05-20,2026-05-20 08:27:00,四川,搜索,paid,1260.84,151.93,1108.91
O003196,U00359,2026-05-20,2026-05-20 16:13:00,山东,搜索,paid,316.19,13.36,302.83
O003197,U00096,2026-05-20,2026-05-20 11:16:00,上海,自然流量,paid,468.18,13.61,454.57
O003198,U00681,2026-05-20,2026-05-20 19:10:00,浙江,搜索,paid,573.77,26.84,546.93
O003199,U00208,2026-05-20,2026-05-20 08:58:00,浙江,推荐,paid,575.3,28.69,546.61
O003200,U00307,2026-05-20,2026-05-20 09:22:00,广东,广告,paid,202.3,35.7,166.6
O003201,U00275,2026-05-20,2026-05-20 11:01:00,湖北,推荐,paid,422.11,58.62,363.49
O003202,U00782,2026-05-20,2026-05-20 17:24:00,江苏,直播,paid,1343.05,229.4,1113.65
O003203,U00419,2026-05-20,,北京,直播,cancelled,547.2,25.79,0.0
O003204,U00268,2026-05-20,2026-05-20 12:22:00,江苏,广告,paid,193.45,33.74,159.71
O003205,U00016,2026-05-20,2026-05-20 18:48:00,湖北,直播,paid,584.56,43.9,540.66
O003206,U00257,2026-05-20,2026-05-20 21:21:00,四川,自然流量,paid,586.86,99.89,486.97
O003207,U00121,2026-05-20,,北京,推荐,cancelled,669.84,78.21,0.0
O003208,U00347,2026-05-20,,江苏,自然流量,cancelled,285.32,42.77,0.0
O003209,U00540,2026-05-20,2026-05-20 10:37:00,江苏,搜索,paid,246.28,10.53,235.75
O003210,U00753,2026-05-21,2026-05-21 23:18:00,上海,自然流量,paid,43.79,3.36,40.43
O003211,U00778,2026-05-21,,四川,搜索,cancelled,689.55,26.63,0.0
O003212,U00523,2026-05-21,2026-05-21 18:47:00,山东,搜索,paid,186.03,31.28,154.75
O003213,U00424,2026-05-21,2026-05-21 21:14:00,湖北,搜索,paid,570.33,27.84,542.49
O003214,U00488,2026-05-21,,上海,自然流量,cancelled,587.36,83.62,0.0
O003215,U00272,2026-05-21,2026-05-21 22:24:00,北京,自然流量,paid,162.16,9.23,152.93
O003216,U00561,2026-05-21,2026-05-21 23:50:00,北京,自然流量,paid,929.18,105.26,823.92
O003217,U00247,2026-05-21,2026-05-21 16:12:00,四川,搜索,paid,50.76,8.89,41.87
O003218,U00193,2026-05-21,2026-05-21 13:01:00,上海,搜索,paid,1088.97,102.15,986.82
O003219,U00262,2026-05-21,2026-05-21 21:55:00,江苏,搜索,paid,1568.3,230.48,1337.82
O003220,U00199,2026-05-21,2026-05-21 23:40:00,广东,自然流量,paid,209.52,17.68,191.84
O003221,U00015,2026-05-21,2026-05-21 11:25:00,浙江,推荐,paid,670.8,64.28,606.52
O003222,U00444,2026-05-21,2026-05-21 12:18:00,四川,自然流量,paid,362.78,43.29,319.49
O003223,U00412,2026-05-21,2026-05-21 20:02:00,浙江,直播,paid,606.66,37.59,569.07
O003224,U00559,2026-05-21,2026-05-21 10:12:00,广东,搜索,paid,311.47,40.59,270.88
O003225,U00137,2026-05-21,2026-05-21 15:17:00,北京,直播,paid,472.2,26.76,445.44
O003226,U00671,2026-05-21,2026-05-21 21:35:00,湖北,自然流量,paid,602.43,66.11,536.32
O003227,U00209,2026-05-21,,四川,直播,cancelled,514.52,50.41,0.0
O003228,U00077,2026-05-21,2026-05-21 13:05:00,山东,搜索,paid,287.78,17.22,270.56
O003229,U00499,2026-05-21,2026-05-21 22:25:00,广东,自然流量,paid,223.48,21.4,202.08
O003230,U00484,2026-05-21,2026-05-21 15:37:00,广东,自然流量,paid,258.52,33.91,224.61
O003231,U00493,2026-05-21,2026-05-21 18:57:00,广东,推荐,paid,56.98,6.63,50.35
O003232,U00229,2026-05-21,,广东,广告,cancelled,1357.1,151.38,0.0
O003233,U00325,2026-05-21,2026-05-21 22:10:00,广东,自然流量,paid,574.51,27.52,546.99
O003234,U00524,2026-05-21,2026-05-21 13:14:00,江苏,搜索,paid,1300.42,189.98,1110.44
O003235,U00712,2026-05-21,2026-05-21 16:45:00,广东,搜索,paid,388.8,69.67,319.13
O003236,U00155,2026-05-21,,上海,推荐,cancelled,193.46,30.61,0.0
O003237,U00207,2026-05-21,2026-05-21 22:34:00,湖北,直播,paid,173.14,9.39,163.75
O003238,U00570,2026-05-21,2026-05-21 18:40:00,山东,搜索,paid,442.87,22.2,420.67
O003239,U00051,2026-05-21,2026-05-21 21:25:00,上海,搜索,paid,196.4,10.82,185.58
O003240,U00250,2026-05-21,2026-05-21 22:30:00,湖北,推荐,paid,544.67,40.75,503.92
O003241,U00538,2026-05-21,2026-05-21 14:28:00,湖北,搜索,paid,254.94,26.95,227.99
O003242,U00555,2026-05-21,2026-05-21 08:11:00,山东,直播,paid,485.01,30.42,454.59
O003243,U00400,2026-05-21,2026-05-21 10:58:00,广东,搜索,paid,691.14,50.63,640.51
O003244,U00112,2026-05-21,,江苏,推荐,cancelled,192.75,12.85,0.0
O003245,U00521,2026-05-21,2026-05-21 08:32:00,山东,广告,paid,467.44,21.07,446.37
O003246,U00327,2026-05-21,2026-05-21 08:55:00,湖北,搜索,paid,325.32,54.29,271.03
O003247,U00743,2026-05-21,2026-05-21 17:11:00,北京,推荐,paid,633.24,49.86,583.38
O003248,U00044,2026-05-21,,广东,自然流量,cancelled,162.98,16.86,0.0
O003249,U00153,2026-05-21,,北京,推荐,cancelled,496.06,72.16,0.0
O003250,U00346,2026-05-21,2026-05-21 08:47:00,北京,广告,paid,296.28,6.24,290.04
O003251,U00389,2026-05-21,2026-05-21 22:44:00,浙江,直播,paid,1380.09,110.3,1269.79
O003252,U00087,2026-05-22,2026-05-22 18:54:00,四川,搜索,paid,372.32,26.99,345.33
O003253,U00270,2026-05-22,2026-05-22 14:15:00,浙江,搜索,paid,340.15,7.97,332.18
O003254,U00560,2026-05-22,2026-05-22 11:32:00,四川,自然流量,paid,613.53,17.2,596.33
O003255,U00328,2026-05-22,2026-05-22 22:16:00,上海,搜索,paid,625.87,106.42,519.45
O003256,U00142,2026-05-22,2026-05-22 08:38:00,山东,直播,paid,702.68,82.33,620.35
O003257,U00299,2026-05-22,,广东,搜索,cancelled,85.55,15.31,0.0
O003258,U00451,2026-05-22,2026-05-22 15:03:00,湖北,推荐,paid,849.78,82.95,766.83
O003259,U00215,2026-05-22,2026-05-22 11:15:00,上海,广告,paid,509.31,14.47,494.84
O003260,U00467,2026-05-22,2026-05-22 12:46:00,江苏,搜索,paid,337.74,41.54,296.2
O003261,U00278,2026-05-22,2026-05-22 22:37:00,浙江,直播,paid,139.35,10.11,129.24
O003262,U00136,2026-05-22,2026-05-22 16:57:00,江苏,自然流量,paid,847.18,101.6,745.58
O003263,U00574,2026-05-22,2026-05-22 20:24:00,江苏,广告,paid,150.54,5.93,144.61
O003264,U00785,2026-05-22,2026-05-22 23:33:00,广东,推荐,paid,649.63,66.98,582.65
O003265,U00579,2026-05-22,,北京,广告,cancelled,193.21,5.04,0.0
O003266,U00055,2026-05-22,2026-05-22 17:17:00,四川,推荐,paid,232.29,9.76,222.53
O003267,U00155,2026-05-22,2026-05-22 23:17:00,上海,搜索,paid,657.88,30.33,627.55
O003268,U00468,2026-05-22,2026-05-22 22:34:00,上海,搜索,paid,453.26,9.59,443.67
O003269,U00573,2026-05-22,2026-05-22 08:35:00,四川,广告,paid,502.02,19.29,482.73
O003270,U00382,2026-05-22,2026-05-22 14:53:00,湖北,推荐,paid,231.6,25.97,205.63
O003271,U00643,2026-05-22,2026-05-22 20:11:00,江苏,自然流量,paid,2594.49,79.72,2514.77
O003272,U00749,2026-05-22,2026-05-22 20:13:00,北京,搜索,paid,239.59,13.47,226.12
O003273,U00123,2026-05-22,,北京,自然流量,cancelled,214.12,25.35,0.0
O003274,U00028,2026-05-22,2026-05-22 15:25:00,江苏,推荐,paid,252.41,36.46,215.95
O003275,U00255,2026-05-22,,湖北,直播,cancelled,269.51,25.45,0.0
O003276,U00554,2026-05-22,2026-05-22 13:52:00,上海,推荐,paid,670.8,15.95,654.85
O003277,U00649,2026-05-22,2026-05-22 14:12:00,山东,搜索,paid,52.56,2.48,50.08
O003278,U00324,2026-05-22,2026-05-22 13:30:00,山东,自然流量,paid,987.45,153.35,834.1
O003279,U00746,2026-05-22,2026-05-22 08:05:00,北京,广告,paid,1158.32,190.8,967.52
O003280,U00263,2026-05-22,2026-05-22 14:04:00,四川,直播,paid,473.57,14.42,459.15
O003281,U00065,2026-05-22,,上海,推荐,cancelled,590.15,45.98,0.0
O003282,U00066,2026-05-22,2026-05-22 13:27:00,四川,自然流量,paid,219.16,20.34,198.82
O003283,U00692,2026-05-22,2026-05-22 13:21:00,湖北,自然流量,paid,1446.69,89.61,1357.08
O003284,U00441,2026-05-22,,浙江,自然流量,cancelled,861.46,85.66,0.0
O003285,U00777,2026-05-22,,山东,自然流量,cancelled,1293.32,76.54,0.0
O003286,U00045,2026-05-22,2026-05-22 12:42:00,山东,搜索,paid,169.3,17.9,151.4
O003287,U00777,2026-05-22,,山东,搜索,cancelled,393.53,48.46,0.0
O003288,U00640,2026-05-22,2026-05-22 16:24:00,江苏,广告,paid,1022.41,39.89,982.52
O003289,U00783,2026-05-22,2026-05-22 14:06:00,山东,推荐,paid,822.72,146.75,675.97
O003290,U00049,2026-05-22,2026-05-22 15:48:00,江苏,广告,paid,263.55,41.08,222.47
O003291,U00749,2026-05-22,2026-05-22 19:49:00,北京,直播,paid,169.12,27.56,141.56
O003292,U00724,2026-05-22,,江苏,搜索,cancelled,1056.04,162.09,0.0
O003293,U00249,2026-05-22,2026-05-22 19:48:00,北京,推荐,paid,408.04,71.56,336.48
O003294,U00451,2026-05-22,2026-05-22 14:00:00,湖北,推荐,paid,1091.14,127.27,963.87
O003295,U00073,2026-05-22,2026-05-22 17:21:00,山东,推荐,paid,508.56,46.86,461.7
O003296,U00162,2026-05-22,2026-05-22 11:34:00,湖北,推荐,paid,530.89,23.91,506.98
O003297,U00520,2026-05-22,2026-05-22 12:02:00,北京,搜索,paid,931.25,150.65,780.6
O003298,U00600,2026-05-22,2026-05-22 12:19:00,上海,广告,paid,3180.53,148.97,3031.56
O003299,U00262,2026-05-22,2026-05-22 08:07:00,江苏,直播,paid,340.32,33.15,307.17
O003300,U00185,2026-05-22,,广东,推荐,cancelled,186.69,31.45,0.0
O003301,U00654,2026-05-22,2026-05-22 15:22:00,江苏,直播,paid,279.55,27.45,252.1
O003302,U00350,2026-05-22,2026-05-22 08:04:00,广东,搜索,paid,879.29,44.71,834.58
O003303,U00082,2026-05-22,2026-05-22 23:18:00,上海,推荐,paid,626.29,17.21,609.08
O003304,U00275,2026-05-22,2026-05-22 20:31:00,湖北,自然流量,paid,294.24,16.95,277.29
O003305,U00134,2026-05-22,2026-05-22 15:31:00,北京,直播,paid,539.66,47.93,491.73
O003306,U00542,2026-05-22,2026-05-22 08:32:00,山东,推荐,paid,210.91,19.71,191.2
O003307,U00483,2026-05-22,,北京,推荐,cancelled,59.09,5.49,0.0
O003308,U00401,2026-05-22,2026-05-22 22:37:00,浙江,自然流量,paid,602.05,84.9,517.15
O003309,U00473,2026-05-22,2026-05-22 08:52:00,江苏,直播,paid,276.56,48.77,227.79
O003310,U00633,2026-05-22,2026-05-22 18:10:00,山东,推荐,paid,372.38,58.28,314.1
O003311,U00045,2026-05-22,2026-05-22 22:54:00,山东,推荐,paid,853.81,20.63,833.18
O003312,U00269,2026-05-22,2026-05-22 11:30:00,浙江,搜索,paid,1431.86,106.87,1324.99
O003313,U00145,2026-05-22,2026-05-22 13:24:00,江苏,直播,paid,299.34,44.37,254.97
O003314,U00702,2026-05-22,2026-05-22 21:56:00,上海,自然流量,paid,792.32,17.5,774.82
O003315,U00110,2026-05-22,2026-05-22 18:43:00,山东,自然流量,paid,523.05,43.75,479.3
O003316,U00476,2026-05-22,2026-05-22 11:54:00,浙江,广告,paid,173.21,6.39,166.82
O003317,U00465,2026-05-22,2026-05-22 08:59:00,四川,广告,paid,664.92,61.39,603.53
O003318,U00421,2026-05-22,2026-05-22 17:27:00,上海,搜索,paid,175.59,10.12,165.47
O003319,U00344,2026-05-22,2026-05-22 15:43:00,山东,自然流量,paid,489.38,47.56,441.82
O003320,U00383,2026-05-22,2026-05-22 23:47:00,四川,自然流量,paid,360.32,44.73,315.59
O003321,U00103,2026-05-22,2026-05-22 11:39:00,山东,自然流量,paid,1675.58,300.42,1375.16
O003322,U00390,2026-05-22,2026-05-22 12:21:00,浙江,推荐,paid,316.84,52.51,264.33
O003323,U00429,2026-05-22,2026-05-22 17:05:00,山东,自然流量,paid,334.09,18.97,315.12
O003324,U00775,2026-05-22,2026-05-22 10:20:00,江苏,广告,paid,576.85,82.05,494.8
O003325,U00747,2026-05-22,2026-05-22 14:16:00,四川,搜索,paid,1584.88,193.71,1391.17
O003326,U00281,2026-05-22,2026-05-22 23:28:00,湖北,直播,paid,652.74,110.48,542.26
O003327,U00776,2026-05-22,2026-05-22 22:24:00,北京,广告,paid,523.62,69.44,454.18
O003328,U00550,2026-05-22,2026-05-22 14:08:00,上海,搜索,paid,198.46,23.11,175.35
O003329,U00242,2026-05-22,2026-05-22 13:35:00,江苏,推荐,paid,41.38,3.61,37.77
O003330,U00042,2026-05-22,2026-05-22 15:06:00,江苏,推荐,paid,519.54,85.68,433.86
O003331,U00192,2026-05-22,2026-05-22 16:00:00,江苏,搜索,paid,903.28,76.23,827.05
O003332,U00638,2026-05-23,2026-05-23 12:19:00,湖北,搜索,paid,587.25,91.59,495.66
O003333,U00626,2026-05-23,2026-05-23 18:16:00,上海,搜索,paid,571.18,62.0,509.18
O003334,U00030,2026-05-23,2026-05-23 18:45:00,广东,推荐,paid,614.96,37.86,577.1
O003335,U00045,2026-05-23,2026-05-23 11:11:00,山东,搜索,paid,232.38,29.43,202.95
O003336,U00048,2026-05-23,2026-05-23 12:58:00,上海,搜索,paid,300.04,47.94,252.1
O003337,U00130,2026-05-23,,山东,搜索,cancelled,428.23,25.58,0.0
O003338,U00435,2026-05-23,2026-05-23 11:02:00,江苏,推荐,paid,186.27,20.97,165.3
O003339,U00300,2026-05-23,2026-05-23 15:51:00,山东,推荐,paid,149.24,15.08,134.16
O003340,U00257,2026-05-23,,四川,搜索,cancelled,408.82,53.79,0.0
O003341,U00663,2026-05-23,2026-05-23 08:42:00,上海,搜索,paid,552.8,33.38,519.42
O003342,U00775,2026-05-23,2026-05-23 20:20:00,江苏,推荐,paid,109.24,3.88,105.36
O003343,U00303,2026-05-23,2026-05-23 18:35:00,四川,自然流量,paid,58.15,5.03,53.12
O003344,U00133,2026-05-23,,山东,搜索,cancelled,159.35,13.74,0.0
O003345,U00009,2026-05-23,2026-05-23 08:44:00,广东,搜索,paid,488.74,49.77,438.97
O003346,U00001,2026-05-23,2026-05-23 13:50:00,江苏,搜索,paid,643.98,88.73,555.25
O003347,U00643,2026-05-23,2026-05-23 22:24:00,江苏,自然流量,paid,1108.21,51.65,1056.56
O003348,U00401,2026-05-23,2026-05-23 08:53:00,浙江,自然流量,paid,832.83,24.59,808.24
O003349,U00130,2026-05-23,2026-05-23 21:13:00,山东,搜索,paid,383.26,48.27,334.99
O003350,U00788,2026-05-23,2026-05-23 23:41:00,上海,直播,paid,172.95,28.24,144.71
O003351,U00631,2026-05-23,2026-05-23 19:23:00,北京,搜索,paid,54.4,9.27,45.13
O003352,U00517,2026-05-23,2026-05-23 11:56:00,浙江,搜索,paid,454.44,56.7,397.74
O003353,U00679,2026-05-23,2026-05-23 09:50:00,上海,推荐,paid,803.31,102.08,701.23
O003354,U00625,2026-05-23,2026-05-23 11:17:00,广东,搜索,paid,85.37,9.85,75.52
O003355,U00270,2026-05-23,2026-05-23 17:34:00,浙江,广告,paid,216.52,14.02,202.5
O003356,U00277,2026-05-23,2026-05-23 20:22:00,上海,推荐,paid,43.22,6.26,36.96
O003357,U00023,2026-05-23,2026-05-23 19:29:00,上海,广告,paid,1155.94,145.56,1010.38
O003358,U00083,2026-05-23,2026-05-23 19:55:00,湖北,推荐,paid,775.9,58.2,717.7
O003359,U00513,2026-05-23,2026-05-23 11:08:00,江苏,自然流量,paid,274.02,34.12,239.9
O003360,U00390,2026-05-23,2026-05-23 19:07:00,浙江,直播,paid,604.84,12.55,592.29
