item_id,order_id,product_id,quantity,unit_price,item_amount
I0004441,O003279,P0031,1,484.42,484.42
I0004442,O003279,P0029,2,336.95,673.9
I0004443,O003280,P0011,2,149.6,299.2
I0004444,O003280,P0054,2,66.16,132.32
I0004445,O003280,P0023,1,42.05,42.05
I0004446,O003281,P0032,1,51.56,51.56
I0004447,O003281,P0024,1,315.95,315.95
I0004448,O003281,P0053,1,222.64,222.64
I0004449,O003282,P0070,1,219.16,219.16
I0004450,O003283,P0066,2,493.78,987.56
I0004451,O003283,P0023,2,46.85,93.7
I0004452,O003283,P0015,1,365.43,365.43
I0004453,O003284,P0055,2,430.73,861.46
I0004454,O003285,P0059,2,646.66,1293.32
I0004455,O003286,P0041,1,169.3,169.3
I0004456,O003287,P0054,1,57.32,57.32
I0004457,O003287,P0045,1,336.21,336.21
I0004458,O003288,P0059,1,563.92,563.92
I0004459,O003288,P0028,1,458.49,458.49
I0004460,O003289,P0017,1,265.94,265.94
I0004461,O003289,P0071,1,556.78,556.78
I0004462,O003290,P0044,1,263.55,263.55
I0004463,O003291,P0021,2,84.56,169.12
I0004464,O003292,P0019,1,50.55,50.55
I0004465,O003292,P0065,2,216.1,432.2
I0004466,O003292,P0039,1,573.29,573.29
I0004467,O003293,P0004,1,408.04,408.04
I0004468,O003294,P0002,1,265.1,265.1
I0004469,O003294,P0073,2,413.02,826.04
I0004470,O003295,P0067,1,259.96,259.96
I0004471,O003295,P0038,1,248.6,248.6
I0004472,O003296,P0060,1,530.89,530.89
I0004473,O003297,P0007,1,327.82,327.82
I0004474,O003297,P0075,1,603.43,603.43
I0004475,O003298,P0027,1,420.4,420.4
I0004476,O003298,P0075,2,575.39,1150.78
I0004477,O003298,P0003,3,536.45,1609.35
I0004478,O003299,P0062,1,340.32,340.32
I0004479,O003300,P0051,1,186.69,186.69
I0004480,O003301,P0036,1,279.55,279.55
I0004481,O003302,P0004,1,458.15,458.15
I0004482,O003302,P0070,2,210.57,421.14
I0004483,O003303,P0043,1,626.29,626.29
I0004484,O003304,P0038,1,294.24,294.24
I0004485,O003305,P0033,1,290.23,290.23
I0004486,O003305,P0036,1,249.43,249.43
I0004487,O003306,P0016,1,210.91,210.91
I0004488,O003307,P0006,1,59.09,59.09
I0004489,O003308,P0043,1,602.05,602.05
I0004490,O003309,P0036,1,276.56,276.56
I0004491,O003310,P0062,1,372.38,372.38
I0004492,O003311,P0025,2,335.56,671.12
I0004493,O003311,P0034,1,182.69,182.69
I0004494,O003312,P0056,2,577.73,1155.46
I0004495,O003312,P0038,1,276.4,276.4
I0004496,O003313,P0045,1,299.34,299.34
I0004497,O003314,P0007,1,395.1,395.1
I0004498,O003314,P0034,2,198.61,397.22
I0004499,O003315,P0039,1,523.05,523.05
I0004500,O003316,P0057,1,173.21,173.21
I0004501,O003317,P0048,1,242.99,242.99
I0004502,O003317,P0017,1,293.63,293.63
I0004503,O003317,P0011,1,128.3,128.3
I0004504,O003318,P0040,1,175.59,175.59
I0004505,O003319,P0044,1,281.17,281.17
I0004506,O003319,P0023,1,45.6,45.6
I0004507,O003319,P0041,1,162.61,162.61
I0004508,O003320,P0029,1,360.32,360.32
I0004509,O003321,P0046,1,479.72,479.72
I0004510,O003321,P0008,2,597.93,1195.86
I0004511,O003322,P0029,1,316.84,316.84
I0004512,O003323,P0045,1,334.09,334.09
I0004513,O003324,P0003,1,576.85,576.85
I0004514,O003325,P0025,3,375.91,1127.73
I0004515,O003325,P0004,1,457.15,457.15
I0004516,O003326,P0056,1,652.74,652.74
I0004517,O003327,P0038,2,261.81,523.62
I0004518,O003328,P0053,1,198.46,198.46
I0004519,O003329,P0023,1,41.38,41.38
I0004520,O003330,P0020,1,519.54,519.54
I0004521,O003331,P0072,2,451.64,903.28
I0004522,O003332,P0060,1,587.25,587.25
I0004523,O003333,P0015,1,335.18,335.18
I0004524,O003333,P0053,1,196.25,196.25
I0004525,O003333,P0023,1,39.75,39.75
I0004526,O003334,P0003,1,614.96,614.96
I0004527,O003335,P0067,1,232.38,232.38
I0004528,O003336,P0037,1,300.04,300.04
I0004529,O003337,P0069,1,202.4,202.4
I0004530,O003337,P0016,1,225.83,225.83
I0004531,O003338,P0034,1,186.27,186.27
I0004532,O003339,P0011,1,149.24,149.24
I0004533,O003340,P0013,1,44.16,44.16
I0004534,O003340,P0018,2,182.33,364.66
I0004535,O003341,P0001,1,500.66,500.66
I0004536,O003341,P0013,1,52.14,52.14
I0004537,O003342,P0006,2,54.62,109.24
I0004538,O003343,P0054,1,58.15,58.15
I0004539,O003344,P0050,1,159.35,159.35
I0004540,O003345,P0016,2,244.37,488.74
I0004541,O003346,P0070,3,214.66,643.98
I0004542,O003347,P0002,1,303.09,303.09
I0004543,O003347,P0059,1,636.7,636.7
I0004544,O003347,P0010,1,168.42,168.42
I0004545,O003348,P0009,3,277.61,832.83
I0004546,O003349,P0040,2,191.63,383.26
I0004547,O003350,P0050,1,172.95,172.95
I0004548,O003351,P0019,1,54.4,54.4
I0004549,O003352,P0066,1,454.44,454.44
I0004550,O003353,P0072,1,479.46,479.46
I0004551,O003353,P0063,1,157.29,157.29
I0004552,O003353,P0047,1,166.56,166.56
I0004553,O003354,P0021,1,85.37,85.37
I0004554,O003355,P0016,1,216.52,216.52
I0004555,O003356,P0023,1,43.22,43.22
I0004556,O003357,P0003,2,577.97,1155.94
I0004557,O003358,P0042,1,484.16,484.16
I0004558,O003358,P0058,2,145.87,291.74
I0004559,O003359,P0002,1,274.02,274.02
I0004560,O003360,P0037,2,302.42,604.84
I0004561,O003361,P0040,2,160.85,321.7
I0004562,O003361,P0035,2,385.27,770.54
I0004563,O003362,P0032,3,60.53,181.59
I0004564,O003363,P0008,1,639.32,639.32
I0004565,O003364,P0034,2,168.0,336.0
I0004566,O003365,P0072,2,493.22,986.44
I0004567,O003365,P0024,1,313.59,313.59
I0004568,O003366,P0050,2,165.46,330.92
I0004569,O003367,P0066,1,450.82,450.82
I0004570,O003368,P0037,1,292.67,292.67
I0004571,O003369,P0016,1,223.39,223.39
I0004572,O003370,P0014,2,320.84,641.68
I0004573,O003371,P0042,1,485.88,485.88
I0004574,O003372,P0059,2,651.88,1303.76
I0004575,O003373,P0034,1,198.0,198.0
I0004576,O003374,P0035,1,398.91,398.91
I0004577,O003375,P0065,1,202.11,202.11
I0004578,O003376,P0070,1,183.62,183.62
I0004579,O003377,P0004,2,394.95,789.9
I0004580,O003378,P0069,1,215.09,215.09
I0004581,O003379,P0013,1,47.43,47.43
I0004582,O003380,P0031,1,542.94,542.94
I0004583,O003381,P0048,1,204.19,204.19
I0004584,O003382,P0023,2,42.48,84.96
I0004585,O003383,P0018,1,151.86,151.86
I0004586,O003384,P0049,1,536.84,536.84
I0004587,O003385,P0049,3,493.03,1479.09
I0004588,O003386,P0020,1,548.98,548.98
I0004589,O003387,P0061,1,259.53,259.53
I0004590,O003387,P0017,2,268.41,536.82
I0004591,O003388,P0032,1,57.21,57.21
I0004592,O003389,P0015,3,351.66,1054.98
I0004593,O003390,P0026,1,307.98,307.98
I0004594,O003391,P0052,1,537.2,537.2
I0004595,O003391,P0031,1,467.08,467.08
I0004596,O003391,P0066,1,449.48,449.48
I0004597,O003392,P0047,1,154.36,154.36
I0004598,O003392,P0063,2,150.73,301.46
I0004599,O003393,P0037,1,277.77,277.77
I0004600,O003394,P0045,1,342.88,342.88
I0004601,O003394,P0042,1,546.01,546.01
I0004602,O003395,P0018,1,159.6,159.6
I0004603,O003395,P0021,1,86.32,86.32
I0004604,O003396,P0049,1,479.63,479.63
I0004605,O003396,P0031,1,531.45,531.45
I0004606,O003397,P0016,1,241.95,241.95
I0004607,O003398,P0037,1,271.81,271.81
I0004608,O003399,P0031,1,515.36,515.36
I0004609,O003400,P0049,1,568.89,568.89
I0004610,O003401,P0049,1,550.95,550.95
I0004611,O003401,P0037,1,315.12,315.12
I0004612,O003402,P0071,1,626.82,626.82
I0004613,O003403,P0016,1,242.33,242.33
I0004614,O003403,P0043,1,616.65,616.65
I0004615,O003403,P0055,2,441.84,883.68
I0004616,O003404,P0059,1,634.03,634.03
I0004617,O003404,P0026,1,288.98,288.98
I0004618,O003405,P0068,2,269.46,538.92
I0004619,O003406,P0004,1,419.2,419.2
I0004620,O003407,P0039,1,598.74,598.74
I0004621,O003407,P0010,1,197.55,197.55
I0004622,O003407,P0022,1,594.87,594.87
I0004623,O003408,P0045,1,320.3,320.3
I0004624,O003409,P0044,1,275.38,275.38
I0004625,O003410,P0011,1,148.64,148.64
I0004626,O003411,P0072,1,467.79,467.79
I0004627,O003412,P0025,1,369.06,369.06
I0004628,O003413,P0037,1,299.63,299.63
I0004629,O003414,P0006,1,55.98,55.98
I0004630,O003414,P0072,1,492.25,492.25
I0004631,O003415,P0034,2,189.9,379.8
I0004632,O003415,P0014,1,335.23,335.23
I0004633,O003416,P0065,1,212.59,212.59
I0004634,O003417,P0055,2,391.32,782.64
I0004635,O003418,P0029,1,323.42,323.42
I0004636,O003419,P0027,1,367.55,367.55
I0004637,O003419,P0062,2,352.4,704.8
I0004638,O003420,P0047,1,178.32,178.32
I0004639,O003420,P0031,1,470.3,470.3
I0004640,O003421,P0060,1,556.42,556.42
I0004641,O003422,P0060,3,589.7,1769.1
I0004642,O003423,P0038,3,300.37,901.11
I0004643,O003424,P0066,1,497.26,497.26
I0004644,O003425,P0008,1,578.58,578.58
I0004645,O003425,P0057,1,188.41,188.41
I0004646,O003426,P0008,2,565.57,1131.14
I0004647,O003427,P0045,1,294.16,294.16
I0004648,O003428,P0046,1,432.32,432.32
I0004649,O003429,P0017,2,274.32,548.64
I0004650,O003430,P0016,1,241.66,241.66
I0004651,O003431,P0005,1,219.14,219.14
I0004652,O003432,P0028,1,528.69,528.69
I0004653,O003433,P0023,1,38.71,38.71
I0004654,O003434,P0030,2,520.82,1041.64
I0004655,O003435,P0013,1,43.71,43.71
I0004656,O003435,P0035,1,376.23,376.23
I0004657,O003436,P0024,1,307.9,307.9
I0004658,O003436,P0067,1,225.14,225.14
I0004659,O003437,P0006,1,54.62,54.62
I0004660,O003437,P0020,1,499.23,499.23
I0004661,O003438,P0011,1,128.22,128.22
I0004662,O003439,P0064,1,473.85,473.85
I0004663,O003439,P0061,1,248.95,248.95
I0004664,O003440,P0029,1,346.49,346.49
I0004665,O003441,P0011,2,137.02,274.04
I0004666,O003442,P0018,1,177.82,177.82
I0004667,O003443,P0035,1,344.37,344.37
I0004668,O003444,P0003,1,615.34,615.34
I0004669,O003444,P0068,1,304.58,304.58
I0004670,O003445,P0044,1,260.69,260.69
I0004671,O003446,P0054,1,58.9,58.9
I0004672,O003447,P0010,1,189.05,189.05
I0004673,O003448,P0024,1,301.87,301.87
I0004674,O003449,P0040,1,177.82,177.82
I0004675,O003450,P0062,1,334.62,334.62
I0004676,O003450,P0056,1,649.69,649.69
I0004677,O003450,P0057,1,165.65,165.65
I0004678,O003451,P0017,1,277.82,277.82
I0004679,O003451,P0023,2,41.87,83.74
I0004680,O003451,P0042,2,566.53,1133.06
I0004681,O003452,P0048,2,235.91,471.82
I0004682,O003453,P0026,1,285.47,285.47
I0004683,O003454,P0004,1,386.24,386.24
I0004684,O003454,P0027,1,356.12,356.12
I0004685,O003455,P0002,1,274.47,274.47
I0004686,O003455,P0004,1,423.31,423.31
I0004687,O003456,P0040,1,180.0,180.0
I0004688,O003457,P0017,1,302.19,302.19
I0004689,O003458,P0005,1,192.69,192.69
I0004690,O003458,P0022,2,613.41,1226.82
I0004691,O003459,P0041,1,163.12,163.12
I0004692,O003460,P0058,3,152.83,458.49
I0004693,O003461,P0029,1,346.9,346.9
I0004694,O003462,P0057,1,186.24,186.24
I0004695,O003463,P0024,1,260.03,260.03
I0004696,O003464,P0011,1,148.16,148.16
I0004697,O003465,P0053,1,201.59,201.59
I0004698,O003465,P0006,2,61.57,123.14
I0004699,O003466,P0047,1,166.28,166.28
I0004700,O003466,P0071,1,589.16,589.16
I0004701,O003467,P0074,1,365.88,365.88
I0004702,O003468,P0033,1,321.37,321.37
I0004703,O003469,P0029,2,319.29,638.58
I0004704,O003470,P0003,1,521.98,521.98
I0004705,O003471,P0020,1,541.13,541.13
I0004706,O003472,P0039,1,579.99,579.99
I0004707,O003473,P0018,1,156.65,156.65
I0004708,O003474,P0043,1,561.0,561.0
I0004709,O003475,P0029,2,310.46,620.92
I0004710,O003475,P0051,3,166.45,499.35
I0004711,O003476,P0029,1,317.43,317.43
I0004712,O003477,P0034,1,175.43,175.43
I0004713,O003477,P0031,1,467.88,467.88
I0004714,O003477,P0054,1,61.07,61.07
I0004715,O003478,P0064,1,497.13,497.13
I0004716,O003479,P0053,1,218.42,218.42
I0004717,O003480,P0072,1,459.41,459.41
I0004718,O003481,P0025,1,382.0,382.0
I0004719,O003482,P0056,1,594.33,594.33
I0004720,O003482,P0044,1,258.26,258.26
I0004721,O003483,P0040,1,192.91,192.91
I0004722,O003484,P0022,1,556.15,556.15
I0004723,O003485,P0026,1,336.69,336.69
I0004724,O003486,P0022,1,653.8,653.8
I0004725,O003486,P0058,1,152.17,152.17
I0004726,O003487,P0035,1,336.62,336.62
I0004727,O003488,P0036,1,274.81,274.81
I0004728,O003488,P0008,1,655.08,655.08
I0004729,O003489,P0072,1,456.93,456.93
I0004730,O003489,P0006,1,61.83,61.83
I0004731,O003490,P0071,1,607.34,607.34
I0004732,O003491,P0063,1,173.86,173.86
I0004733,O003492,P0028,2,515.65,1031.3
I0004734,O003493,P0051,1,183.64,183.64
I0004735,O003494,P0024,1,291.51,291.51
I0004736,O003495,P0057,1,183.07,183.07
I0004737,O003496,P0043,1,602.08,602.08
I0004738,O003497,P0038,1,259.75,259.75
I0004739,O003498,P0009,2,253.88,507.76
I0004740,O003498,P0045,1,305.21,305.21
I0004741,O003499,P0058,1,162.2,162.2
I0004742,O003499,P0004,3,429.21,1287.63
I0004743,O003499,P0056,2,581.17,1162.34
I0004744,O003500,P0038,1,265.17,265.17
I0004745,O003501,P0012,1,667.68,667.68
I0004746,O003501,P0005,1,210.88,210.88
I0004747,O003501,P0013,1,49.14,49.14
I0004748,O003502,P0062,1,364.24,364.24
I0004749,O003503,P0028,1,497.46,497.46
I0004750,O003503,P0043,2,580.37,1160.74
I0004751,O003504,P0056,1,645.32,645.32
I0004752,O003505,P0052,2,499.27,998.54
I0004753,O003506,P0003,1,613.03,613.03
I0004754,O003507,P0035,1,342.44,342.44
I0004755,O003507,P0058,1,161.5,161.5
I0004756,O003508,P0018,2,153.17,306.34
I0004757,O003509,P0006,1,51.69,51.69
I0004758,O003509,P0014,1,337.12,337.12
I0004759,O003510,P0050,1,161.33,161.33
I0004760,O003510,P0066,1,520.88,520.88
I0004761,O003511,P0026,1,330.04,330.04
I0004762,O003512,P0035,1,380.27,380.27
I0004763,O003512,P0074,1,360.98,360.98
I0004764,O003512,P0043,1,640.3,640.3
I0004765,O003513,P0031,1,500.43,500.43
I0004766,O003513,P0049,1,570.27,570.27
I0004767,O003514,P0051,1,184.52,184.52
I0004768,O003515,P0028,1,497.12,497.12
I0004769,O003515,P0054,1,60.3,60.3
I0004770,O003516,P0075,1,658.53,658.53
I0004771,O003517,P0056,2,650.85,1301.7
I0004772,O003517,P0023,3,43.17,129.51
I0004773,O003518,P0043,1,676.75,676.75
I0004774,O003519,P0058,1,162.79,162.79
I0004775,O003520,P0001,1,538.15,538.15
I0004776,O003521,P0047,1,164.04,164.04
I0004777,O003521,P0020,2,544.34,1088.68
I0004778,O003522,P0019,1,47.08,47.08
I0004779,O003523,P0062,1,347.53,347.53
I0004780,O003524,P0007,1,364.97,364.97
I0004781,O003525,P0071,1,572.18,572.18
I0004782,O003526,P0013,1,51.52,51.52
I0004783,O003527,P0018,1,166.74,166.74
I0004784,O003527,P0025,1,397.82,397.82
I0004785,O003528,P0047,1,156.4,156.4
I0004786,O003529,P0058,1,170.24,170.24
I0004787,O003530,P0056,1,578.59,578.59
I0004788,O003531,P0018,2,163.61,327.22
I0004789,O003532,P0008,1,562.97,562.97
I0004790,O003533,P0032,1,56.04,56.04
I0004791,O003534,P0022,1,611.25,611.25
I0004792,O003535,P0074,1,352.01,352.01
I0004793,O003536,P0056,1,616.03,616.03
I0004794,O003537,P0016,3,247.32,741.96
I0004795,O003538,P0011,1,135.6,135.6
I0004796,O003539,P0041,1,149.87,149.87
I0004797,O003540,P0069,1,208.9,208.9
I0004798,O003541,P0032,1,51.62,51.62
I0004799,O003542,P0047,3,175.57,526.71
I0004800,O003543,P0009,1,228.72,228.72
I0004801,O003544,P0062,1,396.86,396.86
I0004802,O003545,P0061,1,259.14,259.14
I0004803,O003546,P0067,2,255.22,510.44
I0004804,O003547,P0056,1,613.92,613.92
I0004805,O003547,P0038,1,271.95,271.95
I0004806,O003548,P0037,1,301.25,301.25
I0004807,O003548,P0064,2,484.9,969.8
I0004808,O003549,P0019,3,50.53,151.59
I0004809,O003549,P0017,1,260.64,260.64
I0004810,O003550,P0015,1,376.43,376.43
I0004811,O003551,P0053,1,206.07,206.07
I0004812,O003551,P0075,1,664.52,664.52
I0004813,O003552,P0064,1,460.05,460.05
I0004814,O003552,P0016,2,227.49,454.98
I0004815,O003553,P0069,1,234.52,234.52
I0004816,O003553,P0037,2,288.99,577.98
I0004817,O003554,P0059,1,553.38,553.38
I0004818,O003555,P0034,1,169.27,169.27
I0004819,O003555,P0066,1,451.47,451.47
I0004820,O003556,P0059,1,609.77,609.77
I0004821,O003557,P0058,1,160.17,160.17
I0004822,O003558,P0014,1,340.23,340.23
I0004823,O003559,P0043,1,650.58,650.58
I0004824,O003560,P0008,1,609.0,609.0
I0004825,O003561,P0063,1,168.91,168.91
I0004826,O003562,P0071,1,603.4,603.4
I0004827,O003563,P0014,1,327.92,327.92
I0004828,O003563,P0064,1,455.54,455.54
I0004829,O003564,P0020,1,488.03,488.03
I0004830,O003565,P0008,3,661.9,1985.7
I0004831,O003566,P0022,1,556.86,556.86
I0004832,O003567,P0023,1,44.74,44.74
I0004833,O003568,P0043,2,620.31,1240.62
I0004834,O003569,P0004,2,444.93,889.86
I0004835,O003570,P0053,1,224.78,224.78
I0004836,O003571,P0023,2,41.99,83.98
I0004837,O003572,P0023,1,38.93,38.93
I0004838,O003572,P0005,1,195.19,195.19
I0004839,O003573,P0043,1,605.69,605.69
I0004840,O003573,P0065,2,192.86,385.72
I0004841,O003573,P0073,1,374.15,374.15
I0004842,O003574,P0065,1,188.74,188.74
I0004843,O003574,P0067,1,253.13,253.13
I0004844,O003574,P0008,1,668.99,668.99
I0004845,O003575,P0035,1,364.83,364.83
I0004846,O003576,P0053,1,220.64,220.64
I0004847,O003577,P0060,1,529.46,529.46
I0004848,O003578,P0005,1,220.07,220.07
I0004849,O003579,P0038,1,288.31,288.31
I0004850,O003580,P0005,1,200.54,200.54
I0004851,O003581,P0042,3,552.28,1656.84
I0004852,O003582,P0051,1,170.33,170.33
I0004853,O003583,P0015,1,350.97,350.97
I0004854,O003584,P0019,1,49.38,49.38
I0004855,O003584,P0017,1,266.48,266.48
I0004856,O003584,P0045,2,355.85,711.7
I0004857,O003585,P0047,2,164.46,328.92
I0004858,O003585,P0067,2,232.85,465.7
I0004859,O003586,P0025,1,349.72,349.72
I0004860,O003587,P0049,1,473.94,473.94
I0004861,O003588,P0019,1,50.48,50.48
I0004862,O003589,P0005,1,201.24,201.24
I0004863,O003590,P0064,1,441.97,441.97
I0004864,O003590,P0073,1,404.7,404.7
I0004865,O003591,P0017,1,289.96,289.96
I0004866,O003591,P0032,2,58.05,116.1
I0004867,O003592,P0011,1,129.19,129.19
I0004868,O003592,P0045,2,320.4,640.8
I0004869,O003593,P0034,1,171.46,171.46
I0004870,O003593,P0003,1,564.43,564.43
I0004871,O003594,P0063,1,148.56,148.56
I0004872,O003595,P0019,1,54.71,54.71
I0004873,O003596,P0011,1,137.22,137.22
I0004874,O003597,P0055,2,377.59,755.18
I0004875,O003598,P0062,3,339.75,1019.25
I0004876,O003598,P0009,1,273.62,273.62
I0004877,O003599,P0034,3,174.99,524.97
I0004878,O003600,P0044,3,257.2,771.6
I0004879,O003600,P0009,1,249.0,249.0
I0004880,O003601,P0053,1,202.73,202.73
I0004881,O003602,P0045,2,308.67,617.34
I0004882,O003602,P0014,1,334.44,334.44
I0004883,O003603,P0064,1,496.95,496.95
I0004884,O003604,P0014,2,337.98,675.96
I0004885,O003605,P0030,1,499.47,499.47
I0004886,O003606,P0042,1,490.23,490.23
I0004887,O003606,P0002,1,260.68,260.68
I0004888,O003607,P0026,3,320.29,960.87
I0004889,O003608,P0049,1,498.53,498.53
I0004890,O003608,P0030,1,551.68,551.68
I0004891,O003608,P0026,2,329.81,659.62
I0004892,O003609,P0019,1,48.25,48.25
I0004893,O003610,P0006,2,62.22,124.44
I0004894,O003610,P0023,1,39.54,39.54
I0004895,O003611,P0048,1,210.38,210.38
I0004896,O003611,P0038,2,265.16,530.32
I0004897,O003612,P0060,1,602.14,602.14
I0004898,O003613,P0062,1,390.89,390.89
I0004899,O003614,P0010,1,181.2,181.2
I0004900,O003614,P0023,1,41.1,41.1
I0004901,O003614,P0014,1,331.25,331.25
I0004902,O003615,P0012,1,573.27,573.27
I0004903,O003616,P0072,1,439.27,439.27
I0004904,O003617,P0032,2,54.99,109.98
I0004905,O003618,P0035,1,370.49,370.49
I0004906,O003619,P0075,1,576.18,576.18
I0004907,O003620,P0043,1,576.39,576.39
I0004908,O003621,P0066,1,507.3,507.3
I0004909,O003622,P0060,1,547.91,547.91
I0004910,O003622,P0053,2,214.89,429.78
I0004911,O003623,P0026,1,287.91,287.91
I0004912,O003624,P0043,1,580.65,580.65
I0004913,O003625,P0031,2,457.88,915.76
I0004914,O003626,P0075,1,644.98,644.98
I0004915,O003627,P0046,1,486.63,486.63
I0004916,O003627,P0033,2,324.45,648.9
I0004917,O003628,P0005,1,231.83,231.83
I0004918,O003629,P0048,1,222.17,222.17
I0004919,O003630,P0063,1,165.45,165.45
I0004920,O003631,P0037,1,273.02,273.02
I0004921,O003632,P0009,1,253.65,253.65
I0004922,O003633,P0001,1,542.73,542.73
I0004923,O003634,P0008,1,676.9,676.9
I0004924,O003635,P0064,1,452.95,452.95
I0004925,O003635,P0045,1,328.63,328.63
I0004926,O003635,P0062,1,393.19,393.19
I0004927,O003636,P0040,2,189.34,378.68
I0004928,O003637,P0012,1,566.94,566.94
I0004929,O003638,P0006,1,60.1,60.1
I0004930,O003638,P0026,1,337.72,337.72
I0004931,O003639,P0030,2,552.43,1104.86
I0004932,O003640,P0069,2,231.41,462.82
I0004933,O003640,P0021,2,93.97,187.94
I0004934,O003640,P0012,1,669.34,669.34
I0004935,O003641,P0004,1,457.69,457.69
I0004936,O003642,P0001,1,486.03,486.03
I0004937,O003643,P0040,1,161.31,161.31
I0004938,O003644,P0073,1,384.71,384.71
I0004939,O003645,P0061,1,257.27,257.27
I0004940,O003646,P0031,1,546.12,546.12
I0004941,O003646,P0044,2,278.72,557.44
I0004942,O003647,P0050,3,164.11,492.33
I0004943,O003648,P0074,1,369.1,369.1
I0004944,O003649,P0047,1,157.58,157.58
I0004945,O003649,P0040,2,176.24,352.48
I0004946,O003650,P0014,1,316.38,316.38
I0004947,O003651,P0068,1,312.8,312.8
I0004948,O003651,P0031,1,452.44,452.44
I0004949,O003651,P0074,1,406.67,406.67
I0004950,O003652,P0059,1,643.16,643.16
I0004951,O003652,P0023,1,46.95,46.95
I0004952,O003653,P0055,1,379.11,379.11
I0004953,O003653,P0028,1,493.49,493.49
I0004954,O003654,P0037,1,268.92,268.92
I0004955,O003655,P0048,3,243.2,729.6
I0004956,O003656,P0075,2,613.15,1226.3
I0004957,O003657,P0026,1,323.45,323.45
I0004958,O003658,P0040,3,174.34,523.02
I0004959,O003659,P0047,2,149.29,298.58
I0004960,O003660,P0041,1,174.92,174.92
I0004961,O003661,P0064,1,429.91,429.91
I0004962,O003662,P0050,1,177.04,177.04
I0004963,O003663,P0043,2,633.74,1267.48
I0004964,O003663,P0001,1,537.68,537.68
I0004965,O003664,P0075,2,631.65,1263.3
I0004966,O003665,P0038,1,279.72,279.72
I0004967,O003665,P0066,1,438.32,438.32
I0004968,O003666,P0031,1,505.99,505.99
I0004969,O003667,P0009,1,239.11,239.11
I0004970,O003667,P0056,1,661.37,661.37
I0004971,O003668,P0001,1,476.07,476.07
I0004972,O003669,P0037,2,287.68,575.36
I0004973,O003670,P0001,1,574.51,574.51
I0004974,O003671,P0008,1,599.87,599.87
I0004975,O003671,P0004,1,400.61,400.61
I0004976,O003671,P0047,1,157.02,157.02
I0004977,O003672,P0038,2,295.28,590.56
I0004978,O003673,P0043,1,602.4,602.4
I0004979,O003674,P0075,1,548.85,548.85
I0004980,O003674,P0049,2,513.1,1026.2
I0004981,O003675,P0070,1,214.55,214.55
I0004982,O003676,P0060,1,584.81,584.81
I0004983,O003677,P0073,1,444.12,444.12
I0004984,O003678,P0010,1,163.33,163.33
I0004985,O003679,P0061,1,239.28,239.28
I0004986,O003680,P0073,2,428.13,856.26
I0004987,O003681,P0001,1,524.89,524.89
I0004988,O003682,P0021,1,86.79,86.79
I0004989,O003682,P0027,1,362.25,362.25
I0004990,O003683,P0054,1,65.84,65.84
I0004991,O003684,P0007,2,392.59,785.18
I0004992,O003685,P0041,1,163.37,163.37
I0004993,O003685,P0015,2,348.18,696.36
I0004994,O003686,P0019,1,50.24,50.24
I0004995,O003687,P0013,1,50.2,50.2
I0004996,O003688,P0033,1,350.18,350.18
I0004997,O003689,P0064,1,448.55,448.55
I0004998,O003690,P0043,2,631.73,1263.46
I0004999,O003691,P0050,3,153.63,460.89
I0005000,O003692,P0049,1,545.92,545.92
I0005001,O003693,P0043,1,661.12,661.12
I0005002,O003694,P0075,1,643.44,643.44
I0005003,O003694,P0042,1,554.01,554.01
I0005004,O003694,P0004,1,457.05,457.05
I0005005,O003695,P0046,1,483.89,483.89
I0005006,O003696,P0047,1,166.04,166.04
I0005007,O003697,P0047,1,164.34,164.34
I0005008,O003698,P0051,1,175.45,175.45
I0005009,O003699,P0056,1,643.42,643.42
I0005010,O003700,P0017,1,302.81,302.81
I0005011,O003701,P0001,1,559.66,559.66
I0005012,O003702,P0059,1,654.71,654.71
I0005013,O003702,P0019,1,50.29,50.29
I0005014,O003702,P0006,2,52.22,104.44
I0005015,O003703,P0072,2,501.34,1002.68
I0005016,O003704,P0059,1,626.98,626.98
I0005017,O003705,P0048,2,233.92,467.84
I0005018,O003706,P0012,1,564.78,564.78
I0005019,O003706,P0068,3,293.47,880.41
I0005020,O003707,P0001,1,492.25,492.25
I0005021,O003707,P0053,2,216.59,433.18
I0005022,O003708,P0013,1,47.7,47.7
I0005023,O003709,P0036,1,271.33,271.33
I0005024,O003710,P0001,1,539.33,539.33
I0005025,O003711,P0063,1,148.61,148.61
I0005026,O003712,P0010,1,173.17,173.17
I0005027,O003713,P0005,1,215.91,215.91
I0005028,O003714,P0060,1,547.34,547.34
I0005029,O003714,P0064,1,459.05,459.05
I0005030,O003715,P0019,1,50.74,50.74
I0005031,O003716,P0005,1,208.14,208.14
I0005032,O003717,P0031,1,536.88,536.88
I0005033,O003718,P0010,2,170.45,340.9
I0005034,O003719,P0061,3,242.72,728.16
I0005035,O003720,P0012,1,571.23,571.23
I0005036,O003720,P0007,1,351.47,351.47
I0005037,O003721,P0020,1,507.88,507.88
I0005038,O003722,P0010,1,165.65,165.65
I0005039,O003723,P0037,2,275.01,550.02
I0005040,O003723,P0021,1,99.6,99.6
I0005041,O003724,P0010,1,185.31,185.31
I0005042,O003725,P0022,1,593.7,593.7
I0005043,O003726,P0062,1,394.45,394.45
I0005044,O003727,P0063,2,151.36,302.72
I0005045,O003728,P0024,2,264.57,529.14
I0005046,O003729,P0034,1,186.08,186.08
